num_if,num_else,num_switch,num_loof,num_break,num_Priority,num_binSearch,num_minMax,num_sort,num_hash_map,num_hash_set,num_recursive,num_nasted_loop,num_vari,num_method,num_state,complexity,complexity_class,efficiency,filename
2,0,0,7,0,0,0,0,0,0,0,0,2,19,8,19,1,constant,efficient,1186.java
3,0,0,3,0,0,0,0,0,1,0,1,0,11,8,20,1,constant,efficient,1187.java
3,0,0,3,0,0,0,0,0,1,0,1,0,11,8,20,1,constant,efficient,1188.java
0,0,0,1,0,0,0,0,0,0,0,0,0,7,5,7,1,constant,efficient,1189.java
1,1,0,1,0,0,0,0,0,0,0,0,0,6,4,9,1,constant,efficient,1190.java
2,1,0,1,0,0,0,0,0,0,0,1,0,5,5,11,1,constant,efficient,1191.java
5,0,0,6,0,0,0,0,0,1,0,0,2,13,4,23,1,constant,efficient,1192.java
1,1,0,0,0,0,0,0,0,0,0,0,0,5,1,3,1,constant,efficient,1193.java
1,0,0,2,0,0,0,0,0,0,0,0,0,7,8,14,1,constant,efficient,1194.java
1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,4,1,constant,efficient,1195.java
1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,5,1,constant,efficient,1196.java
1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,5,1,constant,efficient,1197.java
5,0,0,5,0,0,0,0,0,0,0,0,0,14,6,26,1,constant,efficient,1198.java
1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,constant,efficient,1199.java
2,1,0,0,0,0,0,0,0,0,0,0,0,7,1,5,1,constant,efficient,1200.java
7,0,0,5,0,0,0,0,0,0,0,0,0,14,6,28,1,constant,efficient,1201.java
3,0,0,6,0,0,0,1,0,0,0,0,3,17,3,15,1,constant,efficient,1202.java
6,1,0,8,0,0,0,1,0,0,1,1,3,22,8,32,1,constant,efficient,1203.java
2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,constant,efficient,1204.java
0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,constant,efficient,1205.java
1,0,0,0,0,0,0,1,0,0,0,0,0,7,1,1,1,constant,efficient,1206.java
2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,1,constant,efficient,1207.java
10,0,0,0,0,0,0,0,0,0,0,0,0,24,2,31,1,constant,efficient,1208.java
3,0,0,6,0,0,0,4,0,0,0,1,0,10,8,26,1,constant,efficient,1209.java
0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,constant,efficient,1210.java
17,0,0,8,0,0,0,0,0,0,0,1,2,36,17,90,1,constant,efficient,1211.java
3,1,0,1,0,0,0,0,0,0,0,1,0,2,9,13,1,constant,efficient,1213.java
9,1,0,12,0,1,0,1,0,1,1,2,2,30,17,49,1,constant,efficient,1214.java
1,0,0,5,0,0,0,0,0,0,0,0,2,9,8,13,1,constant,efficient,1215.java
5,0,0,1,0,0,0,0,0,0,0,0,0,3,4,13,1,constant,efficient,172.java
2,0,0,0,0,0,0,0,0,0,0,2,0,1,4,5,1,constant,efficient,217.java
7,0,0,0,0,0,0,0,0,0,0,0,0,2,2,17,1,constant,efficient,492.java
0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,constant,efficient,600.java
2,1,0,0,0,0,0,0,0,0,0,0,0,4,1,5,1,constant,efficient,601.java
1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,constant,efficient,602.java
2,0,0,0,0,0,0,2,0,0,0,0,0,6,1,4,1,constant,efficient,615.java
1,1,0,1,0,0,0,0,0,0,0,0,0,10,6,12,1,constant,efficient,616.java
0,0,0,2,0,0,0,2,0,0,0,0,0,2,3,5,1,constant,efficient,619.java
3,0,0,1,0,0,0,0,0,0,0,0,0,4,3,7,1,constant,efficient,63.java
3,1,0,0,0,0,0,0,0,0,0,0,0,2,1,7,1,constant,efficient,643.java
5,0,0,1,0,0,0,0,0,0,0,0,0,2,7,19,1,constant,efficient,644.java
6,0,0,0,0,0,0,2,0,0,0,0,0,10,2,10,1,constant,efficient,645.java
6,2,0,4,0,0,0,3,1,0,0,0,2,14,2,19,1,constant,efficient,646.java
24,5,0,5,2,0,0,0,1,0,0,1,0,12,8,72,1,constant,efficient,647.java
24,0,0,1,0,0,0,0,0,0,0,0,0,14,1,34,1,constant,efficient,648.java
6,3,0,0,0,0,0,0,0,0,0,0,0,2,1,15,1,constant,efficient,718.java
0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,2,1,constant,efficient,733.java
10,0,0,2,0,0,0,4,0,0,0,1,0,17,10,35,1,constant,efficient,743.java
1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,constant,efficient,745.java
3,1,0,2,0,0,0,0,0,0,0,1,0,10,8,17,1,constant,efficient,757.java
0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,constant,efficient,766.java
2,1,0,0,0,0,0,0,0,0,0,0,0,6,1,4,1,constant,efficient,775.java
0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,1,constant,efficient,780.java
0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,3,1,constant,efficient,781.java
4,2,0,2,0,0,0,4,0,0,0,0,0,34,10,28,1,constant,efficient,782.java
1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,constant,efficient,791.java
0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,2,1,constant,efficient,802.java
0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,2,1,constant,efficient,804.java
3,2,0,0,0,0,0,0,0,0,0,0,0,2,1,8,1,constant,efficient,813.java
4,0,0,1,0,0,0,1,0,0,0,0,0,14,2,10,1,constant,efficient,816.java
4,1,1,3,4,0,0,0,0,0,0,1,0,11,7,22,1,constant,efficient,830.java
0,0,0,5,0,0,0,2,0,0,0,0,2,12,8,12,1,constant,efficient,832.java
0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,constant,efficient,835.java
6,1,0,0,0,0,0,0,0,0,0,0,0,4,1,10,1,constant,efficient,842.java
1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,5,1,constant,efficient,858.java
2,0,0,1,0,0,0,0,0,0,0,0,0,4,6,13,1,constant,efficient,868.java
2,1,0,6,0,0,0,1,0,0,0,0,4,10,2,15,1,constant,efficient,878.java
2,0,0,5,0,0,0,0,0,0,0,0,2,8,8,14,1,constant,efficient,889.java
6,0,0,3,0,0,0,0,0,1,0,0,0,10,6,25,1,constant,efficient,910.java
1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,constant,efficient,923.java
26,4,0,10,0,0,0,0,0,0,0,1,2,23,22,104,1,constant,efficient,925.java
16,2,0,7,0,0,0,24,0,0,0,1,2,50,12,61,1,constant,efficient,931.java
0,0,0,5,0,0,0,0,0,0,0,0,2,8,8,12,1,constant,efficient,995.java
21,0,0,15,0,0,0,0,1,0,0,1,0,34,21,87,1,constant,efficient,996.java
0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,constant,efficient,262.java
5,0,0,1,0,0,1,0,0,0,0,2,0,5,3,13,logn,logarithmic,efficient,111.java
10,1,0,2,0,0,0,0,0,0,0,0,0,15,6,38,logn,logarithmic,efficient,1157.java
7,3,0,3,0,0,0,0,0,0,0,1,2,8,7,33,logn,logarithmic,efficient,1158.java
5,0,0,1,0,0,0,0,0,0,0,0,0,6,1,10,logn,logarithmic,efficient,1159.java
16,0,0,7,0,0,0,0,0,0,0,1,0,22,12,61,logn,logarithmic,efficient,1160.java
10,1,0,2,0,0,0,0,0,0,0,0,0,15,6,38,logn,logarithmic,efficient,1161.java
12,3,0,2,0,0,0,0,0,0,0,0,0,15,6,44,logn,logarithmic,efficient,1162.java
5,2,0,2,1,0,0,0,0,0,0,0,0,12,6,25,logn,logarithmic,efficient,1164.java
5,3,0,3,0,0,0,0,0,0,0,1,0,6,9,26,logn,logarithmic,efficient,1165.java
4,1,0,2,0,0,0,0,0,0,0,1,0,12,7,18,logn,logarithmic,efficient,1166.java
4,1,0,1,0,0,0,0,0,0,0,0,0,6,1,9,logn,logarithmic,efficient,1168.java
3,0,0,2,0,0,0,0,0,0,0,0,0,7,3,10,logn,logarithmic,efficient,1169.java
3,0,0,1,0,0,0,0,0,0,0,0,0,7,2,6,logn,logarithmic,efficient,1170.java
3,1,0,1,0,0,0,0,0,0,0,1,0,12,4,16,logn,logarithmic,efficient,1171.java
7,1,0,0,0,0,0,0,0,0,0,2,0,5,2,16,logn,logarithmic,efficient,125.java
6,0,0,0,0,0,0,0,0,0,0,2,0,5,3,14,logn,logarithmic,efficient,127.java
5,3,0,1,0,0,5,0,0,0,0,2,0,2,4,22,logn,logarithmic,efficient,1500.java
5,1,0,0,0,0,0,2,0,0,0,1,0,7,2,14,logn,logarithmic,efficient,1501.java
4,2,0,1,0,0,0,3,0,0,0,1,0,13,2,16,logn,logarithmic,efficient,1502.java
4,2,0,2,0,0,0,0,0,0,0,0,0,8,3,18,logn,logarithmic,efficient,1503.java
7,1,0,0,0,0,0,0,0,0,0,2,0,5,2,16,logn,logarithmic,efficient,1504.java
7,1,0,0,0,0,0,0,0,0,0,2,0,2,3,19,logn,logarithmic,efficient,1505.java
2,1,0,1,0,0,0,0,0,0,0,2,0,5,2,9,logn,logarithmic,efficient,1506.java
4,3,0,1,0,0,0,0,0,0,0,0,0,14,2,15,logn,logarithmic,efficient,1507.java
3,1,0,2,0,0,1,0,0,0,0,0,0,3,4,16,logn,logarithmic,efficient,1508.java
10,6,0,2,0,0,0,0,0,0,0,5,0,10,3,34,logn,logarithmic,efficient,1509.java
5,2,0,2,0,0,0,0,0,0,0,0,0,11,4,22,logn,logarithmic,efficient,1510.java
4,1,0,1,0,0,0,0,0,0,0,0,0,9,2,13,logn,logarithmic,efficient,1511.java
2,1,0,1,0,0,0,0,0,0,0,0,0,5,2,9,logn,logarithmic,efficient,1512.java
3,0,0,0,0,0,0,0,0,0,0,2,0,3,2,8,logn,logarithmic,efficient,1513.java
2,1,0,1,0,0,0,0,0,0,0,0,0,4,2,9,logn,logarithmic,efficient,1514.java
10,0,0,0,0,0,0,0,0,0,0,2,0,3,3,24,logn,logarithmic,efficient,1515.java
0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,5,logn,logarithmic,efficient,218.java
5,0,0,0,0,0,0,0,0,0,0,2,0,3,2,11,logn,logarithmic,efficient,22.java
5,0,0,0,0,0,0,0,0,0,0,2,0,19,2,11,logn,logarithmic,efficient,5.java
4,0,0,0,0,0,1,0,0,0,0,2,0,6,2,9,logn,logarithmic,efficient,512.java
3,0,0,1,0,0,1,0,0,0,0,0,0,7,2,7,logn,logarithmic,efficient,513.java
4,0,0,1,0,0,1,0,0,0,0,2,0,2,4,13,logn,logarithmic,efficient,516.java
11,0,0,0,0,0,3,0,0,0,0,2,0,6,4,25,logn,logarithmic,efficient,519.java
9,0,0,0,0,0,0,2,0,0,0,4,0,6,3,20,logn,logarithmic,efficient,521.java
7,1,0,0,0,0,0,0,0,0,0,2,0,5,2,16,logn,logarithmic,efficient,527.java
4,0,0,2,0,0,1,0,0,0,0,2,0,8,3,14,logn,logarithmic,efficient,529.java
3,0,0,0,0,0,1,0,0,0,0,2,0,3,2,8,logn,logarithmic,efficient,534.java
5,0,0,0,0,0,0,0,0,0,0,2,0,3,2,11,logn,logarithmic,efficient,536.java
2,0,0,0,0,0,0,0,0,0,0,2,0,3,3,6,logn,logarithmic,efficient,538.java
5,0,0,0,0,0,0,0,0,0,0,2,0,19,2,11,logn,logarithmic,efficient,539.java
6,0,0,0,0,0,1,0,0,0,0,2,0,6,2,13,logn,logarithmic,efficient,540.java
3,0,0,0,0,0,0,0,0,0,0,2,0,4,2,8,logn,logarithmic,efficient,543.java
3,0,0,0,0,0,0,0,0,0,0,2,0,4,2,7,logn,logarithmic,efficient,56.java
6,0,0,3,0,0,0,0,0,0,0,0,2,15,8,24,logn,logarithmic,efficient,715.java
4,0,0,4,1,0,0,0,0,0,0,1,0,8,6,24,logn,logarithmic,efficient,783.java
5,0,0,1,0,0,0,0,0,0,0,0,0,6,1,10,logn,logarithmic,efficient,794.java
3,2,0,2,0,0,0,0,0,0,0,0,0,10,2,12,logn,logarithmic,efficient,927.java
7,0,0,0,0,0,0,0,0,0,0,2,0,8,4,19,logn,logarithmic,efficient,530.java
5,5,0,1,0,0,0,0,0,0,0,0,0,5,1,17,logn,logarithmic,efficient,1167.java
0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,2,n,linear,efficient,1000.java
17,2,0,15,0,0,0,2,0,0,0,1,2,37,18,84,n,linear,efficient,1002.java
21,3,0,16,0,0,0,0,0,0,0,1,3,40,20,98,n,linear,efficient,1003.java
3,0,0,2,0,0,0,0,0,0,0,0,0,8,1,10,n,linear,efficient,1004.java
3,0,0,4,0,0,0,0,0,0,0,0,0,8,1,13,n,linear,efficient,1005.java
3,0,0,2,0,0,0,0,0,0,0,0,0,7,1,10,n,linear,efficient,1006.java
13,3,0,15,0,0,0,2,0,0,0,1,2,45,18,77,n,linear,efficient,1007.java
16,2,0,16,0,0,0,1,0,0,0,1,3,45,20,90,n,linear,efficient,1008.java
3,1,0,3,0,0,0,0,0,0,0,0,0,7,2,10,n,linear,efficient,1009.java
7,0,0,5,4,0,0,0,0,0,0,0,0,3,2,26,n,linear,efficient,101.java
1,1,0,5,0,0,0,2,0,0,0,1,0,18,10,21,n,linear,efficient,1010.java
7,5,0,6,1,0,0,0,0,0,0,0,0,27,5,32,n,linear,efficient,1011.java
3,0,0,5,1,0,0,1,0,0,0,1,0,14,9,24,n,linear,efficient,1012.java
5,0,0,5,0,0,1,1,0,0,0,1,3,12,8,25,n,linear,efficient,1021.java
2,0,0,3,0,0,0,2,0,0,0,0,3,7,1,9,n,linear,efficient,1022.java
2,0,0,2,0,0,0,1,0,0,0,0,2,10,1,8,n,linear,efficient,1023.java
11,3,0,4,0,0,1,0,0,0,0,1,0,13,9,37,n,linear,efficient,1025.java
1,0,0,2,0,0,0,0,0,0,0,0,0,5,1,5,n,linear,efficient,1026.java
4,0,0,4,1,0,0,0,0,0,0,0,0,10,1,11,n,linear,efficient,1027.java
9,5,0,5,0,0,0,0,0,0,0,0,0,9,6,44,n,linear,efficient,1028.java
3,0,0,4,0,0,0,0,0,0,0,0,0,9,1,14,n,linear,efficient,1029.java
0,0,0,2,0,0,0,0,0,0,0,0,0,5,2,2,n,linear,efficient,106.java
4,0,0,3,0,0,0,0,0,0,0,0,0,7,2,11,n,linear,efficient,109.java
2,0,0,3,0,0,0,0,0,0,0,0,2,7,2,8,n,linear,efficient,268.java
2,1,0,4,0,0,0,0,0,0,0,0,0,9,2,13,n,linear,efficient,269.java
6,1,0,2,0,0,0,0,0,0,0,0,0,8,4,19,n,linear,efficient,270.java
1,0,0,1,0,0,0,0,0,0,0,0,0,6,2,4,n,linear,efficient,272.java
6,0,0,4,1,0,0,0,0,0,0,0,0,9,4,21,n,linear,efficient,273.java
3,0,0,2,0,0,0,0,0,1,0,0,0,8,2,5,n,linear,efficient,275.java
1,0,0,2,0,0,0,0,0,0,0,0,0,8,3,7,n,linear,efficient,276.java
0,0,0,2,0,0,0,1,0,0,0,0,2,4,2,5,n,linear,efficient,277.java
1,0,0,2,0,0,0,0,0,0,0,0,2,5,2,4,n,linear,efficient,279.java
1,0,0,1,0,0,0,0,0,0,0,1,0,3,3,3,n,linear,efficient,28.java
1,0,0,2,0,0,0,0,0,0,0,0,0,6,2,6,n,linear,efficient,280.java
3,0,0,1,0,0,0,0,0,0,0,0,0,5,2,6,n,linear,efficient,281.java
2,0,0,1,0,0,0,0,0,0,0,0,0,5,2,6,n,linear,efficient,282.java
0,0,1,1,2,0,0,0,0,0,0,0,0,4,2,6,n,linear,efficient,283.java
1,0,0,1,0,0,0,0,0,0,0,0,0,4,2,4,n,linear,efficient,284.java
3,0,0,1,0,0,0,2,0,0,0,0,0,9,2,9,n,linear,efficient,287.java
0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,n,linear,efficient,296.java
1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,4,n,linear,efficient,299.java
0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,n,linear,efficient,3.java
2,0,0,1,0,0,0,0,0,0,0,2,0,2,2,6,n,linear,efficient,300.java
1,0,0,0,0,0,0,0,0,0,0,4,0,1,2,3,n,linear,efficient,308.java
0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,n,linear,efficient,309.java
0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,4,n,linear,efficient,32.java
3,0,0,1,0,0,0,4,0,0,0,0,0,4,2,5,n,linear,efficient,320.java
4,0,0,0,0,0,0,2,0,0,0,3,0,1,2,9,n,linear,efficient,321.java
4,0,0,1,0,0,0,3,0,0,0,0,0,3,2,8,n,linear,efficient,329.java
1,0,0,5,0,0,0,0,0,0,0,0,0,7,4,8,n,linear,efficient,33.java
0,0,0,1,0,0,0,1,0,0,0,0,0,3,2,2,n,linear,efficient,331.java
0,0,0,1,0,0,0,4,0,0,0,0,0,5,2,3,n,linear,efficient,333.java
1,0,0,1,0,0,0,1,0,0,0,0,0,5,2,4,n,linear,efficient,334.java
3,0,0,1,0,0,0,2,0,0,0,0,0,4,2,8,n,linear,efficient,345.java
0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,3,n,linear,efficient,349.java
3,0,0,1,0,0,0,3,0,0,0,0,0,4,2,8,n,linear,efficient,350.java
3,0,0,1,0,0,0,2,0,0,0,0,0,6,2,9,n,linear,efficient,351.java
0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,n,linear,efficient,352.java
0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,n,linear,efficient,353.java
2,0,0,1,0,0,0,0,0,0,0,0,0,4,2,5,n,linear,efficient,354.java
2,1,0,1,0,0,0,0,0,0,0,0,0,3,2,6,n,linear,efficient,355.java
0,0,0,4,0,0,0,0,0,0,0,0,2,6,2,5,n,linear,efficient,356.java
3,1,0,2,0,0,0,2,0,0,0,0,0,9,2,9,n,linear,efficient,358.java
1,1,0,3,0,0,0,0,0,0,0,0,0,7,2,7,n,linear,efficient,36.java
5,0,0,0,0,0,0,1,0,0,0,10,0,3,2,11,n,linear,efficient,360.java
3,0,0,5,0,0,0,0,0,0,0,0,2,5,2,12,n,linear,efficient,362.java
0,0,0,1,0,0,0,1,0,0,0,0,0,5,3,3,n,linear,efficient,365.java
3,0,0,4,0,0,0,0,0,0,0,0,0,8,2,8,n,linear,efficient,37.java
3,0,0,0,0,0,0,0,0,0,0,1,0,1,7,6,n,linear,efficient,374.java
2,0,0,0,0,0,0,0,0,0,0,2,0,4,3,5,n,linear,efficient,377.java
4,0,0,0,0,0,0,0,0,0,0,2,0,4,6,9,n,linear,efficient,378.java
2,0,0,2,0,0,0,0,0,0,0,0,0,5,3,7,n,linear,efficient,38.java
7,0,0,2,0,0,0,0,0,0,0,2,0,5,6,21,n,linear,efficient,381.java
3,0,0,0,0,0,0,0,0,0,0,2,0,3,3,6,n,linear,efficient,382.java
3,0,0,0,0,0,0,0,0,0,0,2,0,2,2,5,n,linear,efficient,383.java
5,0,0,3,0,0,0,0,0,0,0,0,0,5,2,12,n,linear,efficient,385.java
5,1,0,1,0,0,0,0,0,0,0,0,0,3,2,11,n,linear,efficient,386.java
2,0,0,2,0,0,0,0,0,0,0,0,0,3,2,6,n,linear,efficient,388.java
4,0,0,1,0,0,0,0,0,0,0,0,0,3,2,9,n,linear,efficient,389.java
1,0,0,2,0,0,0,0,0,0,0,0,0,6,2,5,n,linear,efficient,39.java
5,0,0,1,0,0,0,0,0,0,0,2,0,4,8,15,n,linear,efficient,390.java
3,0,0,0,0,0,0,0,0,0,0,2,0,3,5,7,n,linear,efficient,391.java
7,2,0,1,0,0,0,0,0,0,0,0,0,5,2,16,n,linear,efficient,393.java
9,0,0,0,0,0,0,0,0,0,0,2,0,1,5,17,n,linear,efficient,394.java
3,0,0,1,0,0,0,0,0,0,0,2,0,7,4,10,n,linear,efficient,398.java
2,0,0,0,0,0,0,0,0,0,0,2,0,3,3,5,n,linear,efficient,399.java
4,0,0,2,1,0,0,0,0,0,0,0,0,6,2,10,n,linear,efficient,4.java
3,0,0,0,0,0,0,0,0,0,0,2,0,7,4,8,n,linear,efficient,400.java
2,0,0,3,0,0,0,0,0,0,0,2,0,3,6,11,n,linear,efficient,404.java
2,1,0,1,0,0,0,0,0,0,0,2,0,1,3,6,n,linear,efficient,405.java
2,0,0,1,0,0,0,0,0,0,0,2,0,1,3,5,n,linear,efficient,406.java
3,0,0,0,0,0,0,0,0,0,0,2,0,2,4,6,n,linear,efficient,408.java
2,0,0,0,0,0,0,0,0,0,0,2,0,2,3,5,n,linear,efficient,409.java
3,0,0,0,0,0,0,0,0,0,0,2,0,4,4,8,n,linear,efficient,410.java
2,0,0,2,0,0,0,0,0,0,0,1,0,5,3,8,n,linear,efficient,411.java
4,0,0,0,0,0,0,0,0,0,0,2,0,5,3,7,n,linear,efficient,412.java
6,0,0,2,1,0,0,0,0,0,0,1,0,5,3,15,n,linear,efficient,413.java
4,0,0,3,1,0,0,0,0,0,0,0,0,9,4,14,n,linear,efficient,414.java
5,1,0,0,0,0,0,0,0,0,0,2,0,2,2,9,n,linear,efficient,415.java
10,0,0,0,0,0,0,0,0,0,0,2,0,3,3,18,n,linear,efficient,417.java
